miss_rate,precision_at_2,recall_at_2
0.0,0.7751322751322751,0.9294532627865961
0.1,0.783068783068783,0.9294532627865961
0.2,0.7751322751322751,0.9294532627865961
0.3,0.7777777777777778,0.9281305114638447
