seed,extra_distractors,method,precision_at_2,recall_at_2
16,4,semantic_only,1.0,0.6666666666666666
16,4,ontology_guided,1.0,0.6666666666666666
23,4,semantic_only,0.0,0.0
23,4,ontology_guided,0.5,1.0
24,4,semantic_only,0.0,0.0
24,4,ontology_guided,1.0,1.0
28,4,semantic_only,0.5,1.0
28,4,ontology_guided,0.5,1.0
31,4,semantic_only,1.0,1.0
31,4,ontology_guided,1.0,1.0
44,4,semantic_only,1.0,0.6666666666666666
44,4,ontology_guided,1.0,0.6666666666666666
51,4,semantic_only,1.0,1.0
51,4,ontology_guided,1.0,1.0
59,4,semantic_only,0.5,1.0
59,4,ontology_guided,0.5,1.0
66,4,semantic_only,1.0,1.0
66,4,ontology_guided,1.0,1.0
67,4,semantic_only,1.0,1.0
67,4,ontology_guided,1.0,1.0
70,4,semantic_only,1.0,1.0
70,4,ontology_guided,0.5,0.5
73,4,semantic_only,0.5,1.0
73,4,ontology_guided,1.0,1.0
81,4,semantic_only,0.5,1.0
81,4,ontology_guided,1.0,1.0
91,4,semantic_only,1.0,1.0
91,4,ontology_guided,1.0,1.0
99,4,semantic_only,1.0,0.6666666666666666
99,4,ontology_guided,1.0,0.6666666666666666
100,4,semantic_only,1.0,1.0
100,4,ontology_guided,1.0,1.0
111,4,semantic_only,1.0,1.0
111,4,ontology_guided,1.0,1.0
116,4,semantic_only,0.5,1.0
116,4,ontology_guided,1.0,1.0
121,4,semantic_only,1.0,1.0
121,4,ontology_guided,1.0,1.0
134,4,semantic_only,0.5,1.0
134,4,ontology_guided,0.5,1.0
144,4,semantic_only,0.0,0.0
144,4,ontology_guided,1.0,1.0
154,4,semantic_only,1.0,1.0
154,4,ontology_guided,1.0,1.0
156,4,semantic_only,1.0,0.6666666666666666
156,4,ontology_guided,1.0,0.6666666666666666
162,4,semantic_only,0.5,1.0
162,4,ontology_guided,1.0,1.0
165,4,semantic_only,0.5,1.0
165,4,ontology_guided,0.5,1.0
168,4,semantic_only,0.0,0.0
168,4,ontology_guided,1.0,1.0
173,4,semantic_only,0.0,0.0
173,4,ontology_guided,0.5,1.0
176,4,semantic_only,0.5,1.0
176,4,ontology_guided,1.0,1.0
177,4,semantic_only,0.5,1.0
177,4,ontology_guided,0.5,1.0
198,4,semantic_only,0.5,1.0
198,4,ontology_guided,1.0,1.0
202,4,semantic_only,1.0,0.6666666666666666
202,4,ontology_guided,0.5,0.3333333333333333
203,4,semantic_only,0.5,1.0
203,4,ontology_guided,0.5,1.0
204,4,semantic_only,1.0,0.6666666666666666
204,4,ontology_guided,1.0,0.6666666666666666
227,4,semantic_only,1.0,0.6666666666666666
227,4,ontology_guided,1.0,0.6666666666666666
234,4,semantic_only,0.5,1.0
234,4,ontology_guided,0.5,1.0
238,4,semantic_only,0.5,1.0
238,4,ontology_guided,0.5,1.0
239,4,semantic_only,0.5,1.0
239,4,ontology_guided,1.0,1.0
251,4,semantic_only,1.0,0.6666666666666666
251,4,ontology_guided,1.0,0.6666666666666666
256,4,semantic_only,0.5,1.0
256,4,ontology_guided,0.5,1.0
259,4,semantic_only,0.5,1.0
259,4,ontology_guided,0.5,1.0
266,4,semantic_only,1.0,1.0
266,4,ontology_guided,0.5,0.5
281,4,semantic_only,0.5,1.0
281,4,ontology_guided,0.5,1.0
284,4,semantic_only,0.5,1.0
284,4,ontology_guided,0.5,1.0
298,4,semantic_only,0.5,1.0
298,4,ontology_guided,1.0,1.0
301,4,semantic_only,0.0,0.0
301,4,ontology_guided,0.5,1.0
314,4,semantic_only,0.5,1.0
314,4,ontology_guided,1.0,1.0
317,4,semantic_only,0.0,0.0
317,4,ontology_guided,1.0,1.0
332,4,semantic_only,0.5,1.0
332,4,ontology_guided,1.0,1.0
347,4,semantic_only,1.0,0.6666666666666666
347,4,ontology_guided,1.0,0.6666666666666666
352,4,semantic_only,0.5,1.0
352,4,ontology_guided,1.0,1.0
354,4,semantic_only,0.5,1.0
354,4,ontology_guided,0.5,1.0
357,4,semantic_only,1.0,1.0
357,4,ontology_guided,1.0,1.0
359,4,semantic_only,0.5,1.0
359,4,ontology_guided,1.0,1.0
360,4,semantic_only,0.5,1.0
360,4,ontology_guided,0.5,1.0
368,4,semantic_only,0.5,1.0
368,4,ontology_guided,0.5,1.0
373,4,semantic_only,1.0,1.0
373,4,ontology_guided,1.0,1.0
377,4,semantic_only,0.5,1.0
377,4,ontology_guided,1.0,1.0
378,4,semantic_only,1.0,1.0
378,4,ontology_guided,1.0,1.0
380,4,semantic_only,0.5,1.0
380,4,ontology_guided,0.5,1.0
391,4,semantic_only,0.0,0.0
391,4,ontology_guided,0.5,1.0
394,4,semantic_only,0.5,1.0
394,4,ontology_guided,0.5,1.0
400,4,semantic_only,0.5,1.0
400,4,ontology_guided,1.0,1.0
401,4,semantic_only,0.5,1.0
401,4,ontology_guided,1.0,1.0
403,4,semantic_only,0.5,1.0
403,4,ontology_guided,1.0,1.0
411,4,semantic_only,0.5,1.0
411,4,ontology_guided,0.5,1.0
415,4,semantic_only,0.5,1.0
415,4,ontology_guided,0.5,1.0
426,4,semantic_only,0.5,1.0
426,4,ontology_guided,0.5,1.0
429,4,semantic_only,1.0,0.5
429,4,ontology_guided,1.0,0.5
430,4,semantic_only,1.0,0.6666666666666666
430,4,ontology_guided,0.5,0.3333333333333333
446,4,semantic_only,1.0,0.6666666666666666
446,4,ontology_guided,1.0,0.6666666666666666
447,4,semantic_only,0.5,1.0
447,4,ontology_guided,1.0,1.0
449,4,semantic_only,0.5,1.0
449,4,ontology_guided,0.5,1.0
453,4,semantic_only,1.0,1.0
453,4,ontology_guided,1.0,1.0
458,4,semantic_only,0.5,1.0
458,4,ontology_guided,1.0,1.0
463,4,semantic_only,0.5,1.0
463,4,ontology_guided,1.0,1.0
465,4,semantic_only,0.5,1.0
465,4,ontology_guided,1.0,1.0
466,4,semantic_only,1.0,1.0
466,4,ontology_guided,1.0,1.0
503,4,semantic_only,1.0,1.0
503,4,ontology_guided,1.0,1.0
513,4,semantic_only,0.5,1.0
513,4,ontology_guided,1.0,1.0
529,4,semantic_only,1.0,0.5
529,4,ontology_guided,1.0,0.5
532,4,semantic_only,0.5,1.0
532,4,ontology_guided,1.0,1.0
535,4,semantic_only,0.5,1.0
535,4,ontology_guided,0.5,1.0
537,4,semantic_only,0.5,1.0
537,4,ontology_guided,1.0,1.0
541,4,semantic_only,0.0,0.0
541,4,ontology_guided,0.5,1.0
542,4,semantic_only,1.0,0.6666666666666666
542,4,ontology_guided,1.0,0.6666666666666666
555,4,semantic_only,0.5,1.0
555,4,ontology_guided,1.0,1.0
577,4,semantic_only,0.0,0.0
577,4,ontology_guided,0.5,1.0
582,4,semantic_only,1.0,1.0
582,4,ontology_guided,1.0,1.0
587,4,semantic_only,0.0,0.0
587,4,ontology_guided,1.0,1.0
592,4,semantic_only,0.5,1.0
592,4,ontology_guided,1.0,1.0
593,4,semantic_only,1.0,0.6666666666666666
593,4,ontology_guided,1.0,0.6666666666666666
596,4,semantic_only,1.0,0.6666666666666666
596,4,ontology_guided,1.0,0.6666666666666666
606,4,semantic_only,1.0,0.5
606,4,ontology_guided,1.0,0.5
608,4,semantic_only,0.5,1.0
608,4,ontology_guided,0.5,1.0
615,4,semantic_only,1.0,1.0
615,4,ontology_guided,1.0,1.0
623,4,semantic_only,0.5,1.0
623,4,ontology_guided,0.5,1.0
627,4,semantic_only,0.5,1.0
627,4,ontology_guided,1.0,1.0
637,4,semantic_only,0.5,1.0
637,4,ontology_guided,1.0,1.0
645,4,semantic_only,0.5,1.0
645,4,ontology_guided,1.0,1.0
658,4,semantic_only,0.5,1.0
658,4,ontology_guided,0.5,1.0
664,4,semantic_only,0.0,0.0
664,4,ontology_guided,1.0,1.0
668,4,semantic_only,0.5,1.0
668,4,ontology_guided,1.0,1.0
681,4,semantic_only,0.5,1.0
681,4,ontology_guided,1.0,1.0
692,4,semantic_only,0.5,1.0
692,4,ontology_guided,0.5,1.0
696,4,semantic_only,0.5,1.0
696,4,ontology_guided,1.0,1.0
711,4,semantic_only,1.0,0.5
711,4,ontology_guided,1.0,0.5
712,4,semantic_only,0.5,1.0
712,4,ontology_guided,1.0,1.0
713,4,semantic_only,0.0,0.0
713,4,ontology_guided,1.0,1.0
718,4,semantic_only,1.0,0.6666666666666666
718,4,ontology_guided,1.0,0.6666666666666666
726,4,semantic_only,0.0,0.0
726,4,ontology_guided,1.0,1.0
733,4,semantic_only,0.5,1.0
733,4,ontology_guided,1.0,1.0
735,4,semantic_only,0.5,1.0
735,4,ontology_guided,0.5,1.0
737,4,semantic_only,0.5,1.0
737,4,ontology_guided,1.0,1.0
739,4,semantic_only,1.0,1.0
739,4,ontology_guided,1.0,1.0
754,4,semantic_only,0.5,1.0
754,4,ontology_guided,1.0,1.0
760,4,semantic_only,0.5,1.0
760,4,ontology_guided,1.0,1.0
772,4,semantic_only,0.5,1.0
772,4,ontology_guided,0.5,1.0
774,4,semantic_only,1.0,0.6666666666666666
774,4,ontology_guided,0.5,0.3333333333333333
780,4,semantic_only,1.0,1.0
780,4,ontology_guided,1.0,1.0
788,4,semantic_only,0.5,1.0
788,4,ontology_guided,0.5,1.0
791,4,semantic_only,0.0,0.0
791,4,ontology_guided,1.0,1.0
796,4,semantic_only,0.0,0.0
796,4,ontology_guided,1.0,1.0
799,4,semantic_only,0.5,1.0
799,4,ontology_guided,0.5,1.0
816,4,semantic_only,1.0,1.0
816,4,ontology_guided,1.0,1.0
822,4,semantic_only,1.0,1.0
822,4,ontology_guided,0.5,0.5
829,4,semantic_only,0.5,1.0
829,4,ontology_guided,0.5,1.0
837,4,semantic_only,0.5,1.0
837,4,ontology_guided,1.0,1.0
840,4,semantic_only,0.5,1.0
840,4,ontology_guided,1.0,1.0
851,4,semantic_only,1.0,0.5
851,4,ontology_guided,0.5,0.25
858,4,semantic_only,1.0,0.5
858,4,ontology_guided,1.0,0.5
869,4,semantic_only,0.5,1.0
869,4,ontology_guided,1.0,1.0
882,4,semantic_only,0.5,1.0
882,4,ontology_guided,1.0,1.0
898,4,semantic_only,0.5,1.0
898,4,ontology_guided,1.0,1.0
901,4,semantic_only,0.5,1.0
901,4,ontology_guided,1.0,1.0
909,4,semantic_only,1.0,1.0
909,4,ontology_guided,1.0,1.0
925,4,semantic_only,0.5,1.0
925,4,ontology_guided,1.0,1.0
928,4,semantic_only,1.0,0.6666666666666666
928,4,ontology_guided,1.0,0.6666666666666666
964,4,semantic_only,0.0,0.0
964,4,ontology_guided,0.5,1.0
968,4,semantic_only,0.5,1.0
968,4,ontology_guided,1.0,1.0
5,6,semantic_only,0.0,0.0
5,6,ontology_guided,1.0,1.0
9,6,semantic_only,0.0,0.0
9,6,ontology_guided,0.5,1.0
12,6,semantic_only,0.0,0.0
12,6,ontology_guided,1.0,1.0
28,6,semantic_only,0.5,1.0
28,6,ontology_guided,0.5,1.0
44,6,semantic_only,1.0,0.6666666666666666
44,6,ontology_guided,1.0,0.6666666666666666
51,6,semantic_only,1.0,1.0
51,6,ontology_guided,1.0,1.0
59,6,semantic_only,0.5,1.0
59,6,ontology_guided,1.0,1.0
63,6,semantic_only,0.5,1.0
63,6,ontology_guided,1.0,1.0
67,6,semantic_only,1.0,1.0
67,6,ontology_guided,0.5,0.5
81,6,semantic_only,0.5,1.0
81,6,ontology_guided,0.5,1.0
91,6,semantic_only,1.0,1.0
91,6,ontology_guided,1.0,1.0
99,6,semantic_only,1.0,0.6666666666666666
99,6,ontology_guided,1.0,0.6666666666666666
100,6,semantic_only,1.0,1.0
100,6,ontology_guided,1.0,1.0
111,6,semantic_only,1.0,1.0
111,6,ontology_guided,1.0,1.0
116,6,semantic_only,0.5,1.0
116,6,ontology_guided,1.0,1.0
143,6,semantic_only,1.0,1.0
143,6,ontology_guided,1.0,1.0
154,6,semantic_only,1.0,1.0
154,6,ontology_guided,1.0,1.0
156,6,semantic_only,1.0,0.6666666666666666
156,6,ontology_guided,0.5,0.3333333333333333
162,6,semantic_only,0.5,1.0
162,6,ontology_guided,0.5,1.0
165,6,semantic_only,0.5,1.0
165,6,ontology_guided,1.0,1.0
166,6,semantic_only,1.0,1.0
166,6,ontology_guided,1.0,1.0
168,6,semantic_only,0.0,0.0
168,6,ontology_guided,0.5,1.0
173,6,semantic_only,0.0,0.0
173,6,ontology_guided,1.0,1.0
177,6,semantic_only,0.5,1.0
177,6,ontology_guided,0.5,1.0
198,6,semantic_only,0.5,1.0
198,6,ontology_guided,1.0,1.0
202,6,semantic_only,1.0,0.6666666666666666
202,6,ontology_guided,1.0,0.6666666666666666
203,6,semantic_only,0.5,1.0
203,6,ontology_guided,1.0,1.0
204,6,semantic_only,0.5,0.5
204,6,ontology_guided,0.5,0.5
234,6,semantic_only,0.5,1.0
234,6,ontology_guided,1.0,1.0
238,6,semantic_only,0.5,1.0
238,6,ontology_guided,0.5,1.0
251,6,semantic_only,1.0,0.6666666666666666
251,6,ontology_guided,1.0,0.6666666666666666
256,6,semantic_only,0.5,1.0
256,6,ontology_guided,0.5,1.0
258,6,semantic_only,0.0,0.0
258,6,ontology_guided,0.5,1.0
266,6,semantic_only,1.0,1.0
266,6,ontology_guided,0.5,0.5
274,6,semantic_only,0.5,1.0
274,6,ontology_guided,1.0,1.0
281,6,semantic_only,0.5,1.0
281,6,ontology_guided,1.0,1.0
301,6,semantic_only,0.0,0.0
301,6,ontology_guided,1.0,1.0
317,6,semantic_only,0.0,0.0
317,6,ontology_guided,1.0,1.0
334,6,semantic_only,1.0,1.0
334,6,ontology_guided,1.0,1.0
336,6,semantic_only,0.5,1.0
336,6,ontology_guided,1.0,1.0
352,6,semantic_only,0.5,1.0
352,6,ontology_guided,1.0,1.0
359,6,semantic_only,0.5,1.0
359,6,ontology_guided,1.0,1.0
360,6,semantic_only,0.5,1.0
360,6,ontology_guided,0.5,1.0
366,6,semantic_only,0.5,1.0
366,6,ontology_guided,1.0,1.0
368,6,semantic_only,0.5,1.0
368,6,ontology_guided,0.5,1.0
373,6,semantic_only,1.0,1.0
373,6,ontology_guided,1.0,1.0
377,6,semantic_only,0.5,1.0
377,6,ontology_guided,1.0,1.0
378,6,semantic_only,1.0,1.0
378,6,ontology_guided,1.0,1.0
380,6,semantic_only,0.5,1.0
380,6,ontology_guided,0.5,1.0
391,6,semantic_only,0.0,0.0
391,6,ontology_guided,1.0,1.0
401,6,semantic_only,0.5,1.0
401,6,ontology_guided,1.0,1.0
403,6,semantic_only,0.5,1.0
403,6,ontology_guided,0.5,1.0
411,6,semantic_only,0.5,1.0
411,6,ontology_guided,1.0,1.0
426,6,semantic_only,0.5,1.0
426,6,ontology_guided,0.5,1.0
429,6,semantic_only,1.0,0.5
429,6,ontology_guided,1.0,0.5
430,6,semantic_only,1.0,0.6666666666666666
430,6,ontology_guided,0.5,0.3333333333333333
441,6,semantic_only,1.0,1.0
441,6,ontology_guided,1.0,1.0
446,6,semantic_only,1.0,0.6666666666666666
446,6,ontology_guided,0.5,0.3333333333333333
449,6,semantic_only,0.5,1.0
449,6,ontology_guided,1.0,1.0
455,6,semantic_only,1.0,0.5
455,6,ontology_guided,0.5,0.25
458,6,semantic_only,0.5,1.0
458,6,ontology_guided,1.0,1.0
466,6,semantic_only,1.0,1.0
466,6,ontology_guided,1.0,1.0
513,6,semantic_only,0.5,1.0
513,6,ontology_guided,1.0,1.0
515,6,semantic_only,0.5,1.0
515,6,ontology_guided,0.5,1.0
523,6,semantic_only,0.0,0.0
523,6,ontology_guided,1.0,1.0
529,6,semantic_only,1.0,0.5
529,6,ontology_guided,1.0,0.5
535,6,semantic_only,0.5,1.0
535,6,ontology_guided,0.5,1.0
541,6,semantic_only,0.0,0.0
541,6,ontology_guided,1.0,1.0
542,6,semantic_only,1.0,0.6666666666666666
542,6,ontology_guided,1.0,0.6666666666666666
545,6,semantic_only,1.0,1.0
545,6,ontology_guided,1.0,1.0
546,6,semantic_only,0.5,1.0
546,6,ontology_guided,1.0,1.0
555,6,semantic_only,0.5,1.0
555,6,ontology_guided,1.0,1.0
575,6,semantic_only,0.5,1.0
575,6,ontology_guided,1.0,1.0
577,6,semantic_only,0.0,0.0
577,6,ontology_guided,1.0,1.0
582,6,semantic_only,1.0,1.0
582,6,ontology_guided,1.0,1.0
592,6,semantic_only,0.5,1.0
592,6,ontology_guided,1.0,1.0
606,6,semantic_only,1.0,0.5
606,6,ontology_guided,1.0,0.5
608,6,semantic_only,0.5,1.0
608,6,ontology_guided,0.5,1.0
615,6,semantic_only,1.0,1.0
615,6,ontology_guided,1.0,1.0
623,6,semantic_only,0.5,1.0
623,6,ontology_guided,0.5,1.0
658,6,semantic_only,0.5,1.0
658,6,ontology_guided,0.5,1.0
668,6,semantic_only,0.5,1.0
668,6,ontology_guided,1.0,1.0
672,6,semantic_only,0.5,1.0
672,6,ontology_guided,0.5,1.0
681,6,semantic_only,0.5,1.0
681,6,ontology_guided,0.5,1.0
692,6,semantic_only,0.5,1.0
692,6,ontology_guided,0.5,1.0
711,6,semantic_only,1.0,0.5
711,6,ontology_guided,1.0,0.5
712,6,semantic_only,0.5,1.0
712,6,ontology_guided,1.0,1.0
713,6,semantic_only,0.0,0.0
713,6,ontology_guided,0.5,1.0
716,6,semantic_only,0.5,1.0
716,6,ontology_guided,1.0,1.0
718,6,semantic_only,1.0,0.6666666666666666
718,6,ontology_guided,1.0,0.6666666666666666
735,6,semantic_only,0.5,1.0
735,6,ontology_guided,1.0,1.0
737,6,semantic_only,0.5,1.0
737,6,ontology_guided,1.0,1.0
739,6,semantic_only,1.0,1.0
739,6,ontology_guided,0.5,0.5
741,6,semantic_only,1.0,1.0
741,6,ontology_guided,1.0,1.0
772,6,semantic_only,0.5,1.0
772,6,ontology_guided,1.0,1.0
774,6,semantic_only,1.0,0.6666666666666666
774,6,ontology_guided,0.5,0.3333333333333333
780,6,semantic_only,1.0,1.0
780,6,ontology_guided,0.5,0.5
788,6,semantic_only,0.5,1.0
788,6,ontology_guided,1.0,1.0
789,6,semantic_only,0.0,0.0
789,6,ontology_guided,1.0,1.0
805,6,semantic_only,0.5,1.0
805,6,ontology_guided,0.5,1.0
816,6,semantic_only,1.0,1.0
816,6,ontology_guided,1.0,1.0
828,6,semantic_only,0.5,1.0
828,6,ontology_guided,1.0,1.0
829,6,semantic_only,0.5,1.0
829,6,ontology_guided,0.5,1.0
833,6,semantic_only,0.5,1.0
833,6,ontology_guided,1.0,1.0
840,6,semantic_only,0.5,1.0
840,6,ontology_guided,1.0,1.0
858,6,semantic_only,1.0,0.5
858,6,ontology_guided,1.0,0.5
859,6,semantic_only,0.0,0.0
859,6,ontology_guided,0.5,1.0
861,6,semantic_only,1.0,0.6666666666666666
861,6,ontology_guided,1.0,0.6666666666666666
882,6,semantic_only,0.5,1.0
882,6,ontology_guided,1.0,1.0
898,6,semantic_only,0.5,1.0
898,6,ontology_guided,0.5,1.0
901,6,semantic_only,0.5,1.0
901,6,ontology_guided,1.0,1.0
909,6,semantic_only,1.0,1.0
909,6,ontology_guided,1.0,1.0
915,6,semantic_only,0.5,1.0
915,6,ontology_guided,1.0,1.0
919,6,semantic_only,0.5,1.0
919,6,ontology_guided,0.5,1.0
922,6,semantic_only,1.0,1.0
922,6,ontology_guided,1.0,1.0
964,6,semantic_only,0.0,0.0
964,6,ontology_guided,0.5,1.0
968,6,semantic_only,0.5,1.0
968,6,ontology_guided,0.5,1.0
970,6,semantic_only,0.0,0.0
970,6,ontology_guided,1.0,1.0
985,6,semantic_only,0.0,0.0
985,6,ontology_guided,1.0,1.0
998,6,semantic_only,0.5,1.0
998,6,ontology_guided,1.0,1.0
4,8,semantic_only,1.0,1.0
4,8,ontology_guided,1.0,1.0
5,8,semantic_only,0.0,0.0
5,8,ontology_guided,1.0,1.0
12,8,semantic_only,0.0,0.0
12,8,ontology_guided,1.0,1.0
16,8,semantic_only,1.0,0.6666666666666666
16,8,ontology_guided,1.0,0.6666666666666666
24,8,semantic_only,0.0,0.0
24,8,ontology_guided,1.0,1.0
28,8,semantic_only,0.5,1.0
28,8,ontology_guided,0.5,1.0
31,8,semantic_only,1.0,1.0
31,8,ontology_guided,1.0,1.0
59,8,semantic_only,0.5,1.0
59,8,ontology_guided,1.0,1.0
66,8,semantic_only,1.0,1.0
66,8,ontology_guided,1.0,1.0
70,8,semantic_only,1.0,1.0
70,8,ontology_guided,0.5,0.5
73,8,semantic_only,0.5,1.0
73,8,ontology_guided,1.0,1.0
81,8,semantic_only,0.5,1.0
81,8,ontology_guided,1.0,1.0
91,8,semantic_only,1.0,1.0
91,8,ontology_guided,0.5,0.5
99,8,semantic_only,1.0,0.6666666666666666
99,8,ontology_guided,1.0,0.6666666666666666
113,8,semantic_only,0.5,1.0
113,8,ontology_guided,1.0,1.0
121,8,semantic_only,1.0,1.0
121,8,ontology_guided,1.0,1.0
136,8,semantic_only,1.0,0.5
136,8,ontology_guided,1.0,0.5
144,8,semantic_only,0.0,0.0
144,8,ontology_guided,1.0,1.0
160,8,semantic_only,1.0,1.0
160,8,ontology_guided,0.5,0.5
162,8,semantic_only,0.5,1.0
162,8,ontology_guided,1.0,1.0
164,8,semantic_only,1.0,1.0
164,8,ontology_guided,1.0,1.0
165,8,semantic_only,0.5,1.0
165,8,ontology_guided,1.0,1.0
173,8,semantic_only,0.0,0.0
173,8,ontology_guided,1.0,1.0
203,8,semantic_only,0.5,1.0
203,8,ontology_guided,1.0,1.0
204,8,semantic_only,1.0,0.6666666666666666
204,8,ontology_guided,1.0,0.6666666666666666
234,8,semantic_only,0.5,1.0
234,8,ontology_guided,1.0,1.0
238,8,semantic_only,0.5,1.0
238,8,ontology_guided,1.0,1.0
239,8,semantic_only,0.5,1.0
239,8,ontology_guided,1.0,1.0
251,8,semantic_only,1.0,0.6666666666666666
251,8,ontology_guided,1.0,0.6666666666666666
256,8,semantic_only,0.5,1.0
256,8,ontology_guided,0.5,1.0
258,8,semantic_only,0.0,0.0
258,8,ontology_guided,1.0,1.0
263,8,semantic_only,0.0,0.0
263,8,ontology_guided,0.5,1.0
301,8,semantic_only,0.0,0.0
301,8,ontology_guided,1.0,1.0
326,8,semantic_only,0.5,1.0
326,8,ontology_guided,1.0,1.0
354,8,semantic_only,0.5,1.0
354,8,ontology_guided,1.0,1.0
359,8,semantic_only,0.5,1.0
359,8,ontology_guided,0.5,1.0
366,8,semantic_only,0.5,1.0
366,8,ontology_guided,0.5,1.0
368,8,semantic_only,0.5,1.0
368,8,ontology_guided,0.5,1.0
373,8,semantic_only,1.0,1.0
373,8,ontology_guided,1.0,1.0
377,8,semantic_only,0.5,1.0
377,8,ontology_guided,1.0,1.0
380,8,semantic_only,0.5,1.0
380,8,ontology_guided,1.0,1.0
391,8,semantic_only,0.0,0.0
391,8,ontology_guided,1.0,1.0
426,8,semantic_only,0.5,1.0
426,8,ontology_guided,0.5,1.0
430,8,semantic_only,1.0,0.6666666666666666
430,8,ontology_guided,0.5,0.3333333333333333
432,8,semantic_only,0.0,0.0
432,8,ontology_guided,0.5,1.0
441,8,semantic_only,1.0,1.0
441,8,ontology_guided,1.0,1.0
446,8,semantic_only,1.0,0.6666666666666666
446,8,ontology_guided,1.0,0.6666666666666666
447,8,semantic_only,0.5,1.0
447,8,ontology_guided,1.0,1.0
449,8,semantic_only,0.5,1.0
449,8,ontology_guided,1.0,1.0
453,8,semantic_only,1.0,1.0
453,8,ontology_guided,1.0,1.0
455,8,semantic_only,1.0,0.5
455,8,ontology_guided,0.5,0.25
458,8,semantic_only,0.5,1.0
458,8,ontology_guided,1.0,1.0
466,8,semantic_only,1.0,1.0
466,8,ontology_guided,1.0,1.0
503,8,semantic_only,1.0,1.0
503,8,ontology_guided,1.0,1.0
513,8,semantic_only,0.5,1.0
513,8,ontology_guided,1.0,1.0
537,8,semantic_only,0.5,1.0
537,8,ontology_guided,1.0,1.0
541,8,semantic_only,0.0,0.0
541,8,ontology_guided,0.5,1.0
542,8,semantic_only,1.0,0.6666666666666666
542,8,ontology_guided,1.0,0.6666666666666666
546,8,semantic_only,0.5,1.0
546,8,ontology_guided,1.0,1.0
548,8,semantic_only,0.5,1.0
548,8,ontology_guided,1.0,1.0
555,8,semantic_only,0.5,1.0
555,8,ontology_guided,0.5,1.0
577,8,semantic_only,0.0,0.0
577,8,ontology_guided,0.5,1.0
605,8,semantic_only,0.5,1.0
605,8,ontology_guided,0.5,1.0
606,8,semantic_only,1.0,0.5
606,8,ontology_guided,1.0,0.5
615,8,semantic_only,1.0,1.0
615,8,ontology_guided,1.0,1.0
637,8,semantic_only,0.5,1.0
637,8,ontology_guided,0.5,1.0
645,8,semantic_only,0.5,1.0
645,8,ontology_guided,1.0,1.0
664,8,semantic_only,0.0,0.0
664,8,ontology_guided,1.0,1.0
668,8,semantic_only,0.5,1.0
668,8,ontology_guided,0.5,1.0
672,8,semantic_only,0.5,1.0
672,8,ontology_guided,1.0,1.0
692,8,semantic_only,0.5,1.0
692,8,ontology_guided,1.0,1.0
696,8,semantic_only,0.5,1.0
696,8,ontology_guided,1.0,1.0
711,8,semantic_only,1.0,0.5
711,8,ontology_guided,1.0,0.5
713,8,semantic_only,0.0,0.0
713,8,ontology_guided,1.0,1.0
717,8,semantic_only,0.5,1.0
717,8,ontology_guided,1.0,1.0
718,8,semantic_only,1.0,0.6666666666666666
718,8,ontology_guided,1.0,0.6666666666666666
726,8,semantic_only,0.0,0.0
726,8,ontology_guided,1.0,1.0
739,8,semantic_only,1.0,1.0
739,8,ontology_guided,1.0,1.0
741,8,semantic_only,1.0,1.0
741,8,ontology_guided,1.0,1.0
754,8,semantic_only,0.5,1.0
754,8,ontology_guided,1.0,1.0
772,8,semantic_only,0.5,1.0
772,8,ontology_guided,1.0,1.0
780,8,semantic_only,1.0,1.0
780,8,ontology_guided,0.5,0.5
788,8,semantic_only,0.5,1.0
788,8,ontology_guided,1.0,1.0
789,8,semantic_only,0.0,0.0
789,8,ontology_guided,1.0,1.0
796,8,semantic_only,0.0,0.0
796,8,ontology_guided,1.0,1.0
811,8,semantic_only,0.5,1.0
811,8,ontology_guided,1.0,1.0
822,8,semantic_only,1.0,1.0
822,8,ontology_guided,0.5,0.5
827,8,semantic_only,0.5,1.0
827,8,ontology_guided,1.0,1.0
829,8,semantic_only,0.5,1.0
829,8,ontology_guided,0.5,1.0
837,8,semantic_only,0.5,1.0
837,8,ontology_guided,1.0,1.0
858,8,semantic_only,1.0,0.5
858,8,ontology_guided,1.0,0.5
869,8,semantic_only,0.5,1.0
869,8,ontology_guided,1.0,1.0
879,8,semantic_only,0.5,1.0
879,8,ontology_guided,0.5,1.0
891,8,semantic_only,0.5,1.0
891,8,ontology_guided,1.0,1.0
898,8,semantic_only,0.5,1.0
898,8,ontology_guided,1.0,1.0
901,8,semantic_only,0.5,1.0
901,8,ontology_guided,1.0,1.0
909,8,semantic_only,1.0,1.0
909,8,ontology_guided,0.5,0.5
919,8,semantic_only,0.5,1.0
919,8,ontology_guided,1.0,1.0
952,8,semantic_only,1.0,1.0
952,8,ontology_guided,1.0,1.0
964,8,semantic_only,0.0,0.0
964,8,ontology_guided,1.0,1.0
970,8,semantic_only,0.0,0.0
970,8,ontology_guided,0.5,1.0
998,8,semantic_only,0.5,1.0
998,8,ontology_guided,1.0,1.0
